teryt;okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec
040000;3;03;PSL;KWIATKOWSKI Piotr Tomasz;2543;2.86;10.31;T;M
040000;3;04;PSL;WETZEL Anna Mirosława;574;0.65;2.33;N;K
040000;3;05;PSL;GRZYB Danuta Cecylia;2033;2.29;8.24;N;K
040000;3;06;PSL;OLECH Zbigniew Jerzy;989;1.11;4.01;N;M
040000;3;07;PSL;OWCZARZ Andrzej;1316;1.48;5.33;N;M
040000;3;08;PSL;ŻABICKI Dariusz;500;0.56;2.03;N;M
040000;3;09;PSL;RACHUBIŃSKA Marzena Ewa;1393;1.57;5.65;N;K
040000;3;10;PSL;PASTUSZKA Anna;1666;1.88;6.75;N;K
040000;3;01;PiS;DRAB Marzenna Stefania;6412;7.22;31.85;N;K
040000;3;02;PiS;HILDEBRANDT Marek;7223;8.13;35.88;T;M
040000;3;03;PiS;GUTMAŃSKI Mieczysław;3106;3.50;15.43;N;M
040000;3;04;PiS;TOMASZEWSKI Tadeusz Jerzy;645;0.73;3.20;N;M
040000;3;05;PiS;JÓŹKÓW Alicja Joanna;522;0.59;2.59;N;K
040000;3;06;PiS;JAKIMIUK Anna Magdalena;239;0.27;1.19;N;K
040000;3;07;PiS;PEŁKOWSKI Lech Ryszard;267;0.30;1.33;N;M
040000;3;08;PiS;KĘPIŃSKI Janusz Leonard;688;0.77;3.42;N;M
040000;3;09;PiS;LASKOWSKA Justyna Helena;1029;1.16;5.11;N;K
040000;3;01;SLD;LEWANDOWSKA Róża Alina;2553;2.87;41.54;N;K
040000;3;02;SLD;BLUMKOWSKI Mariusz;693;0.78;11.28;N;M
040000;3;03;SLD;KARBOWSKA Agnieszka;259;0.29;4.21;N;K
040000;3;04;SLD;ZAWADZKI Jerzy;503;0.57;8.18;N;M
040000;3;05;SLD;MAŁKOWSKA Katarzyna Urszula;189;0.21;3.08;N;K
040000;3;06;SLD;NOWIŃSKI Marcin;182;0.20;2.96;N;M
040000;3;07;SLD;GŁOWIŃSKI Damian;193;0.22;3.14;N;M
040000;3;08;SLD;ARBART Zofia Agnieszka;730;0.82;11.88;N;K
040000;3;09;SLD;KAMIŃSKI Ryszard Władysław;299;0.34;4.86;N;M
040000;3;10;SLD;BORKOWICZ Elżbieta;545;0.61;8.87;N;K
040000;4;01;PO;CAŁBECKI Piotr Franciszek;43877;43.83;77.39;T;M
040000;4;02;PO;PLUCIŃSKI Leszek Stanisław;3258;3.25;5.75;T;M
040000;4;03;PO;GAJEWSKI Jacek;3181;3.18;5.61;T;M
040000;4;04;PO;PRZYBYSZEWSKI Waldemar Edmund;1206;1.20;2.13;T;M
040000;4;05;PO;LUBAŃSKA Katarzyna Anna;1629;1.63;2.87;T;K
040000;4;06;PO;UTRATA Karol Maciej;872;0.87;1.54;N;M
040000;4;07;PO;LIPIŃSKA Elżbieta Małgorzata;1197;1.20;2.11;N;K
040000;4;08;PO;LEWANDOWSKA Joanna Anna;419;0.42;0.74;N;K
040000;4;09;PO;MIERCZYŃSKA Daria Kinga;174;0.17;0.31;N;K
040000;4;10;PO;SIEMIANOWSKA Joanna;415;0.41;0.73;N;K
040000;4;11;PO;RAKOWICZ Andrzej Jarosław;186;0.19;0.33;N;M
040000;4;12;PO;HAUSMAN Jarosław Andrzej;284;0.28;0.50;N;M
040000;4;01;PSL;GROSS Andrzej Ignacy;3778;3.77;40.07;N;M
040000;4;02;PSL;GURANOWSKI Jacek Szymon;839;0.84;8.90;N;M
040000;4;03;PSL;GOCH Robert;329;0.33;3.49;N;M
040000;4;04;PSL;POCIŻNICKA Małgorzata Bogumiła;602;0.60;6.38;N;K
040000;4;05;PSL;CZARNECKI Wiesław Adam;881;0.88;9.34;N;M
040000;4;06;PSL;RAD Joanna;501;0.50;5.31;N;K
040000;4;07;PSL;KRAKÓWKA Tadeusz;462;0.46;4.90;N;M
040000;4;08;PSL;KOSICKI Mirosław Mieczysław;304;0.30;3.22;N;M
040000;4;09;PSL;ŚLUSARCZYK Dominika;346;0.35;3.67;N;K
040000;4;10;PSL;KORNASZEWSKA Barbara Genowefa;445;0.44;4.72;N;K
040000;4;11;PSL;BACHAN Wiesław Bronisław;445;0.44;4.72;N;M
040000;4;12;PSL;BORKOWICZ Longina;497;0.50;5.27;N;K
040000;4;01;PiS;ŻURAWSKI Jacek Sylwester;3882;3.88;19.34;N;M
040000;4;02;PiS;PRZYBYLSKI Przemysław Tomasz;7544;7.54;37.59;T;M
040000;4;03;PiS;GÓRSKI Grzegorz Kazimierz;3062;3.06;15.26;N;M
040000;4;04;PiS;KOWALSKI Wojciech Lech;889;0.89;4.43;N;M
040000;4;05;PiS;RAMLAU Józef Jan;1972;1.97;9.83;N;M
040000;4;06;PiS;HEBEL-SZMAK Aniela Grażyna;289;0.29;1.44;N;K
040000;4;07;PiS;DUSZYŃSKA Bronisława;562;0.56;2.80;N;K
040000;4;08;PiS;STARCZEWSKA Ilona;328;0.33;1.63;N;K
040000;4;09;PiS;PIOTROWSKA Marianna;455;0.45;2.27;N;K
040000;4;10;PiS;ŚLUSARSKI Adam;292;0.29;1.45;N;M
040000;4;11;PiS;KRYGER-KULASIŃSKA Anna;349;0.35;1.74;N;K
040000;4;12;PiS;WEIWER Krzysztof Paweł;447;0.45;2.23;N;M
040000;4;01;SLD;ACHRAMOWICZ Waldemar Kazimierz;3538;3.53;50.43;N;M
040000;4;02;SLD;MIKOŁAJCZAK Bogumiła Wiesława;497;0.50;7.08;N;K
040000;4;03;SLD;ZIÓŁKOWSKI Józef;258;0.26;3.68;N;M
040000;4;04;SLD;STĘPIEŃ-NOWICKA Teresa Władysława;304;0.30;4.33;N;K
040000;4;05;SLD;CABAJ Wojciech Marek;872;0.87;12.43;N;M
040000;4;06;SLD;FABICH Iwona;215;0.21;3.06;N;K
040000;4;07;SLD;WSZELAK Michał;324;0.32;4.62;N;M
040000;4;08;SLD;KRYGER-HĘSIAK Barbara Maria;216;0.22;3.08;N;K
040000;4;09;SLD;MAĆCZAK Cezary Krzysztof;168;0.17;2.39;N;M
040000;4;10;SLD;HYCIEK Elżbieta;97;0.10;1.38;N;K
040000;4;11;SLD;SZYDŁOWSKI Tadeusz;207;0.21;2.95;N;M
040000;4;12;SLD;BORKOWICZ Martyna;319;0.32;4.55;N;K
040000;5;01;PO;PINIEWSKA Elżbieta Genowefa;6681;7.07;32.03;T;K
040000;5;02;PO;GROBELSKI Ryszard Zdzisław;2152;2.28;10.32;N;M
040000;5;03;PO;ŚNIADECKI Jerzy;3814;4.04;18.28;N;M
040000;5;04;PO;GILAS-PYZIK Agata;1686;1.78;8.08;N;K
040000;5;05;PO;STRASZYŃSKI Adam Aleksander;810;0.86;3.88;N;M
040000;5;06;PO;JAŁOSZYŃSKA Iwona;1357;1.44;6.51;N;K
040000;5;07;PO;WOJTYSIAK Maciej;1039;1.10;4.98;N;M
040000;5;08;PO;CZAJKOWSKA Marzena Maria;986;1.04;4.73;N;K
040000;5;09;PO;SZCZERKOWSKI Rafał Piotr;298;0.32;1.43;N;M
040000;5;10;PO;WOŹNIAK Sławomir Stanisław;2037;2.16;9.77;N;M
040000;5;01;PSL;KURZAWA Dariusz;15505;16.41;42.44;T;M
040000;5;02;PSL;KIERZEK Ryszard Franciszek;4398;4.65;12.04;T;M
040000;5;03;PSL;KAZIMIERSKI Marek Wojciech;1621;1.72;4.44;N;M
040000;5;04;PSL;DĄBROWSKA Danuta Ewa;2675;2.83;7.32;N;K
040000;5;05;PSL;PALUSZAK Danuta Maria;871;0.92;2.38;N;K
040000;5;06;PSL;JANICKA Ewa Barbara;1372;1.45;3.76;N;K
040000;5;07;PSL;GRZANKA-BOGATEK Joanna;836;0.88;2.29;N;K
040000;5;08;PSL;STANEK Aleksandra Maria;1678;1.78;4.59;N;K
040000;5;09;PSL;PATALAS Eligiusz;4074;4.31;11.15;T;M
040000;5;10;PSL;MAJEWSKI Tadeusz Jan;3505;3.71;9.59;N;M
040000;5;01;PiS;BANASZAK Adam Heliodor;7838;8.30;47.00;T;M
040000;5;02;PiS;JARZEŃSKI Mirosław Wojciech;1424;1.51;8.54;N;M
040000;5;03;PiS;SZCZOTKA Jerzy;861;0.91;5.16;N;M
040000;5;04;PiS;SIEWKOWSKA Anna;988;1.05;5.93;N;K
040000;5;05;PiS;ŚLEDZIŃSKA-BĘDKOWSKA Anna;1324;1.40;7.94;N;K
040000;5;06;PiS;MIKOŁAJCZAK Edmund;2041;2.16;12.24;N;M
040000;5;07;PiS;ZÜGER Honorata Bernadeta;359;0.38;2.15;N;K
040000;5;08;PiS;PILECKI Stanisław Edward;272;0.29;1.63;N;M
040000;5;09;PiS;GŁOWSKA Kazimiera;505;0.53;3.03;N;K
040000;5;10;PiS;NIEMCZYK Wojciech;1063;1.13;6.37;N;M
040000;5;01;SLD;ŁUCZAK Krystian Walery;3145;3.33;29.50;N;M
040000;5;02;SLD;ZWOLENKIEWICZ Maria;3149;3.33;29.54;N;K
040000;5;03;SLD;SZCZERBIAK Przemysław;542;0.57;5.08;N;M
040000;5;04;SLD;BŁASZAK Halina;957;1.01;8.98;N;K
040000;5;05;SLD;LUDWISIAK-KAWECKA Anna Magdalena;177;0.19;1.66;N;K
040000;5;06;SLD;ARENT Wiesława Teresa;416;0.44;3.90;N;K
040000;5;07;SLD;LEWANDOWSKI Henryk Zygmunt;334;0.35;3.13;N;M
040000;5;08;SLD;SZADOWSKA Urszula Elżbieta;348;0.37;3.26;N;K
040000;5;09;SLD;KOLIŃSKI Marek;602;0.64;5.65;N;M
040000;5;10;SLD;KRZESIŃSKI Tomasz;990;1.05;9.29;N;M
040000;6;01;PO;KOPYŚĆ Sławomir Andrzej;7999;7.02;29.75;T;M
040000;6;02;PO;KANIA Barbara Danuta;2371;2.08;8.82;N;K
040000;6;03;PO;KUŹNIEWICZ Jacek;4190;3.68;15.58;T;M
040000;6;04;PO;SOBORSKI Jacek;3195;2.81;11.88;N;M
040000;6;05;PO;TROJANOWSKI Mariusz Ryszard;1963;1.72;7.30;N;M
040000;6;06;PO;WIŚNIEWSKI Tadeusz;2054;1.80;7.64;N;M
040000;6;07;PO;WOJCIECHOWSKA Urszula;1068;0.94;3.97;N;K
040000;6;08;PO;LEWANDOWSKA Dorota;1208;1.06;4.49;N;K
040000;6;09;PO;RĘDZIKOWSKA Anna;478;0.42;1.78;N;K
040000;6;10;PO;SZCZEŚNIAK Zbigniew Roman;699;0.61;2.60;N;M
040000;6;11;PO;KOTWICKA Aleksandra;391;0.34;1.45;N;K
040000;6;12;PO;GULIN Wojciech Edward;1270;1.12;4.72;N;M
040000;6;01;PSL;ZGÓRZYŃSKI Paweł;9146;8.03;26.10;T;M
040000;6;02;PSL;KRYGIER Piotr Andrzej;3367;2.96;9.61;N;M
040000;6;03;PSL;PRĘGOWSKI Piotr Edward;7048;6.19;20.11;T;M
040000;6;04;PSL;POLITOWSKI Dariusz;3481;3.06;9.93;N;M
040000;6;05;PSL;KUROWSKA Wioletta Katarzyna;2917;2.56;8.32;N;K
040000;6;06;PSL;JANKOWSKA Małgorzata;2835;2.49;8.09;N;K
040000;6;07;PSL;KWAPIŃSKI Witold;661;0.58;1.89;N;M
040000;6;08;PSL;CHUDEREWICZ Kamila;583;0.51;1.66;N;K
040000;6;09;PSL;SOSNOWSKA Anna Stanisława;1038;0.91;2.96;N;K
040000;6;10;PSL;KALISZEWSKA Katarzyna Agnieszka;768;0.67;2.19;N;K
040000;6;11;PSL;MAŃKOWSKI Jan Mikołaj;1732;1.52;4.94;N;M
040000;6;12;PSL;ZŁOTNIKIEWICZ Franciszek;1467;1.29;4.19;N;M
040000;6;01;PiS;JARANOWSKI Wojciech;8846;7.77;38.99;T;M
040000;6;02;PiS;WIŚNIEWSKA Lidia;3559;3.13;15.69;N;K
040000;6;03;PiS;KUŹMIŃSKI Grzegorz Sławomir;2929;2.57;12.91;N;M
040000;6;04;PiS;TASAK Bogusław;541;0.48;2.38;N;M
040000;6;05;PiS;BOGATKOWSKI Waldemar Szczepan;452;0.40;1.99;N;M
040000;6;06;PiS;ZIELIŃSKA Jolanta;1707;1.50;7.52;N;K
040000;6;07;PiS;WALCZAK Janusz Dominik;1272;1.12;5.61;N;M
040000;6;08;PiS;DYKOWSKA Anna;659;0.58;2.91;N;K
040000;6;09;PiS;KALINOWSKA Magdalena Anna;1044;0.92;4.60;N;K
040000;6;10;PiS;HARASIMOWICZ Mariola;418;0.37;1.84;N;K
040000;6;11;PiS;ZAWALSKA Alicja;619;0.54;2.73;N;K
040000;6;12;PiS;KLOSKA Józef Konstanty;639;0.56;2.82;N;M
040000;6;01;SLD;PAWLAK Stanisław;8581;7.54;48.41;T;M
040000;6;02;SLD;SZPARAGA Elżbieta Anna;2335;2.05;13.17;N;K
040000;6;03;SLD;WADOŃ Jan;1979;1.74;11.17;N;M
040000;6;04;SLD;MIGDALSKA Katarzyna Anna;647;0.57;3.65;N;K
040000;6;05;SLD;KUBIAK Władysław Andrzej;943;0.83;5.32;N;M
040000;6;06;SLD;ZALEWSKA Anna Marta;497;0.44;2.80;N;K
040000;6;07;SLD;MALENDOWICZ Grzegorz Sławomir;819;0.72;4.62;N;M
040000;6;08;SLD;ZIELIŃSKA Aleksandra Jadwiga;328;0.29;1.85;N;K
040000;6;09;SLD;CHOJNACKI Ryszard Jan;352;0.31;1.99;N;M
040000;6;10;SLD;SARNOWSKA Katarzyna Józefa;298;0.26;1.68;N;K
040000;6;11;SLD;CHWIAŁKOWSKA Magdalena;257;0.23;1.45;N;K
040000;6;12;SLD;KORZENIEWSKI Andrzej Daniel;688;0.60;3.88;N;M
060000;1;01;PO;Żuk Krzysztof Jan;24957;24.26;64.59;T;M
060000;1;02;PO;Stasiak Celina Waleria;3080;2.99;7.97;N;K
060000;1;03;PO;Lisowska Bożena Grażyna;3167;3.08;8.20;T;K
060000;1;04;PO;Wasilewski Adam Jerzy;3375;3.28;8.73;T;M
060000;1;05;PO;Maciejewski Andrzej Kazimierz;285;0.28;0.74;N;M
060000;1;06;PO;Dzik Zofia;371;0.36;0.96;N;M
060000;1;07;PO;Kwiatkowski Zygmunt;276;0.27;0.71;N;M
060000;1;08;PO;Kondrak Jan;809;0.79;2.09;N;M
060000;1;09;PO;Leszczyńska-Gorzelak Bożena Barbara;722;0.70;1.87;N;K
060000;1;10;PO;Łątka Krzysztof;1599;1.55;4.14;N;K
060000;1;01;PSL;Wesołowski Marian;2448;2.38;27.03;N;M
060000;1;02;PSL;Hajduk Paweł Rafał;879;0.85;9.71;N;M
060000;1;03;PSL;Siek Marzena;904;0.88;9.98;N;M
060000;1;04;PSL;Kita Andrzej Wiesław;1093;1.06;12.07;N;M
060000;1;05;PSL;Augustyniak Anna Jolanta;1559;1.52;17.21;N;K
060000;1;06;PSL;Dziedzic Mieczysław Rafał;421;0.41;4.65;N;M
060000;1;07;PSL;Korbut Mirosław;254;0.25;2.80;N;M
060000;1;08;PSL;Trzcińska Paulina Marta;344;0.33;3.80;N;K
060000;1;09;PSL;Mieczkowski Józef;261;0.25;2.88;N;M
060000;1;10;PSL;Bieńko Renata;894;0.87;9.87;N;M
060000;1;01;PiS;Muszyński Grzegorz;16725;16.26;43.32;T;M
060000;1;02;PiS;Pruszkowski Andrzej Marek;5506;5.35;14.26;T;M
060000;1;03;PiS;Wojciechowski Zbigniew Czesław;5331;5.18;13.81;N;M
060000;1;04;PiS;Dumkiewicz-Sprawka Ewa;4994;4.86;12.94;N;K
060000;1;05;PiS;Pietras Bożena;2247;2.18;5.82;N;M
060000;1;06;PiS;Miszczuk Tomasz Piotr;784;0.76;2.03;N;M
060000;1;07;PiS;Szczepanowski Andrzej Jan;748;0.73;1.94;N;M
060000;1;08;PiS;Korniłłowicz Beata Maria;243;0.24;0.63;N;K
060000;1;09;PiS;Rudnik Antoni;790;0.77;2.05;N;M
060000;1;10;PiS;Wojciechowska Anna Barbara;1237;1.20;3.20;N;K
060000;1;01;SLD;Kowalewska Małgorzata Elżbieta;1161;1.13;17.41;N;K
060000;1;02;SLD;Słomka Sławomir Julian;195;0.19;2.92;N;M
060000;1;03;SLD;Sierakowska Izabella Antonina;4067;3.95;60.98;N;K
060000;1;04;SLD;Brodowski Wiesław;396;0.39;5.94;N;M
060000;1;05;SLD;Gołoś Michał Reoland;85;0.08;1.27;N;M
060000;1;06;SLD;Kontnik Joanna;81;0.08;1.21;N;M
060000;1;07;SLD;Komorowska Agata;129;0.13;1.93;N;K
060000;1;08;SLD;Kożuszek Robert Jerzy;86;0.08;1.29;N;M
060000;1;09;SLD;Szymański Piotr Leszek;121;0.12;1.81;N;M
060000;1;10;SLD;Sprawka Krystyna Stanisława;348;0.34;5.22;N;K
060000;2;01;PO;Gutowska Teresa Iwona;8303;3.87;28.94;T;K
060000;2;02;PO;Babisz Krzysztof;7396;3.45;25.77;N;M
060000;2;03;PO;Szabliński Krzysztof Bronisław;1243;0.58;4.33;N;M
060000;2;04;PO;Lipnicka Anna Elżbieta;2096;0.98;7.30;N;K
060000;2;05;PO;Majerek Małgorzata;535;0.25;1.86;N;M
060000;2;06;PO;Cendrowska Marzanna;575;0.27;2.00;N;K
060000;2;07;PO;Madejska Jolanta Maria;558;0.26;1.94;N;K
060000;2;08;PO;Łukaszczuk Karina Ewa;519;0.24;1.81;N;K
060000;2;09;PO;Łobodzińska Małgorzata;457;0.21;1.59;N;K
060000;2;10;PO;Nakonieczny Grzegorz Dariusz;1684;0.78;5.87;N;M
060000;2;11;PO;Zubrzycki Krzysztof Bernard;1104;0.51;3.85;N;M
060000;2;12;PO;Łuczywek Leszek;819;0.38;2.85;N;M
060000;2;13;PO;Żołynia Rafał Krzysztof;463;0.22;1.61;N;M
060000;2;14;PO;Wojtyłło Maria Elżbieta;520;0.24;1.81;N;K
060000;2;15;PO;Nowak Mariusz;431;0.20;1.50;N;M
060000;2;16;PO;Dąbrowska Grażyna Małgorzata;436;0.20;1.52;N;K
060000;2;17;PO;Polak Robert Mieczysław;750;0.35;2.61;N;M
060000;2;18;PO;Nowakowski Dariusz Artur;806;0.38;2.81;N;M
060000;2;01;PSL;Walasek Artur;9653;4.50;11.30;T;M
060000;2;02;PSL;Dudziak Henryk Józef;8813;4.11;10.31;N;M
060000;2;03;PSL;Kapusta Grzegorz Krzysztof;10318;4.81;12.07;T;M
060000;2;04;PSL;Rzetelski Piotr Sławomir;11790;5.49;13.80;T;M
060000;2;05;PSL;Kos Marek;10204;4.75;11.94;T;M
060000;2;06;PSL;Orgasiński Lucjan;5339;2.49;6.25;N;M
060000;2;07;PSL;Szyszko Tadeusz Jan;6006;2.80;7.03;N;M
060000;2;08;PSL;Kamola Hanna Elżbieta;1809;0.84;2.12;N;K
060000;2;09;PSL;Markowski Marcin;2972;1.38;3.48;N;M
060000;2;10;PSL;Kiebzak Jolanta Małgorzata;2290;1.07;2.68;N;K
060000;2;11;PSL;Młyniec Zbigniew Stanisław;2715;1.27;3.18;N;M
060000;2;12;PSL;Brzuch Elżbieta Maria;1242;0.58;1.45;N;K
060000;2;13;PSL;Morawska Jolanta Jadwiga;1094;0.51;1.28;N;K
060000;2;14;PSL;Łysakowski Andrzej Józef;956;0.45;1.12;N;M
060000;2;15;PSL;Pulińska Iwona;3382;1.58;3.96;N;K
060000;2;16;PSL;Rola Elżbieta;2932;1.37;3.43;N;K
060000;2;17;PSL;Wójcicki Stanisław;2064;0.96;2.42;N;M
060000;2;18;PSL;Misiaszek Magdalena;1878;0.88;2.20;N;M
060000;2;01;PiS;Wojciechowski Marek Grzegorz;18084;8.43;25.82;T;M
060000;2;02;PiS;Stawiarski Jarosław Piotr;9786;4.56;13.97;T;M
060000;2;03;PiS;Bender-Motyka Bogna Maria;3037;1.42;4.34;N;K
060000;2;04;PiS;Wieczorek Marcin;2484;1.16;3.55;N;M
060000;2;05;PiS;Podkański Zdzisław Zbigniew;8950;4.17;12.78;T;M
060000;2;06;PiS;Chwedorowicz Roman Marek;2921;1.36;4.17;N;M
060000;2;07;PiS;Frania Jan;6604;3.08;9.43;T;K
060000;2;08;PiS;Solis Tomasz Piotr;3740;1.74;5.34;N;M
060000;2;09;PiS;Michalski Krzysztof;952;0.44;1.36;N;M
060000;2;10;PiS;Bodziacki Janusz Stanisław;3302;1.54;4.71;N;M
060000;2;11;PiS;Adamczyk Mariusz;1562;0.73;2.23;N;M
060000;2;12;PiS;Skrzat Dorota;1149;0.54;1.64;N;M
060000;2;13;PiS;Wróblewska Agnieszka Maria;1200;0.56;1.71;N;K
060000;2;14;PiS;Solecka Halina Kazimiera;700;0.33;1.00;N;K
060000;2;15;PiS;Szwed Edward Józef;782;0.36;1.12;N;M
060000;2;16;PiS;Niekra Magdalena;327;0.15;0.47;N;K
060000;2;17;PiS;Świątkowska Magdalena;1003;0.47;1.43;N;K
060000;2;18;PiS;Kaczyńska Agnieszka;3455;1.61;4.93;N;K
060000;2;01;SLD;Złomaniec Mirosław Dariusz;2535;1.18;25.00;N;M
060000;2;02;SLD;Giza-Małecka Bernarda;1896;0.88;18.70;N;K
060000;2;03;SLD;Rauner Teresa Zofia;414;0.19;4.08;N;K
060000;2;04;SLD;Siemion-Dudek Monika Elżbieta;222;0.10;2.19;N;K
060000;2;05;SLD;Siembida Marianna;552;0.26;5.44;N;K
060000;2;06;SLD;Rak Małgorzata Aneta;485;0.23;4.78;N;K
060000;2;07;SLD;Janoszczyk Antoni;367;0.17;3.62;N;M
060000;2;08;SLD;Mańka Zbigniew;265;0.12;2.61;N;K
060000;2;09;SLD;Cierpiatka Krzysztof Jan;857;0.40;8.45;N;M
060000;2;10;SLD;Mazurek Marek;471;0.22;4.64;N;M
060000;2;11;SLD;Lenartowicz Mirosław Stanisław;381;0.18;3.76;N;M
060000;2;12;SLD;Glinka Ryszard Jan;172;0.08;1.70;N;M
060000;2;13;SLD;Madoń Janina;161;0.08;1.59;N;M
060000;2;14;SLD;Jarząbek Krzysztof;144;0.07;1.42;N;M
060000;2;15;SLD;Małecki Krzysztof;259;0.12;2.55;N;M
060000;2;16;SLD;Ginalski Leon Józef;204;0.10;2.01;N;M
060000;2;17;SLD;Dudzińska Elżbieta Jadwiga;756;0.35;7.45;N;K
060000;3;01;PO;Broniewicz Bogusław;3931;2.85;26.25;N;M
060000;3;02;PO;Bancerz Urszula;5508;3.99;36.78;N;M
060000;3;03;PO;Starzyński Mirosław Zbigniew;727;0.53;4.86;N;M
060000;3;04;PO;Skoczylas Małgorzata Beata;716;0.52;4.78;N;K
060000;3;05;PO;Pietrusik Anna;945;0.68;6.31;N;M
060000;3;06;PO;Trochimiuk Krzysztof;546;0.40;3.65;N;M
060000;3;07;PO;Kopeć Jacek;562;0.41;3.75;N;M
060000;3;08;PO;Dudek Danuta Maria;410;0.30;2.74;N;K
060000;3;09;PO;Pomietło Marek;368;0.27;2.46;N;M
060000;3;10;PO;Filipiuk Anna Barbara;462;0.33;3.09;N;K
060000;3;11;PO;Jaroszkiewicz Tomasz;417;0.30;2.78;N;M
060000;3;12;PO;Łubik Grzegorz;382;0.28;2.55;N;M
060000;3;01;PSL;Sosnowski Sławomir Antoni;23418;16.96;42.04;T;M
060000;3;02;PSL;Litwiniuk Przemysław;9116;6.60;16.37;T;M
060000;3;03;PSL;Zdanowski Adam Grzegorz;4114;2.98;7.39;N;M
060000;3;04;PSL;Hordejuk Janusz;3010;2.18;5.40;N;M
060000;3;05;PSL;Makarewicz Henryk;3393;2.46;6.09;N;M
060000;3;06;PSL;Popek Małgorzata;1300;0.94;2.33;N;M
060000;3;07;PSL;Hryciuk Teresa Krystyna;1331;0.96;2.39;N;K
060000;3;08;PSL;Kopeć Marek;4484;3.25;8.05;T;M
060000;3;09;PSL;Sokołowska Izabela Anna;1772;1.28;3.18;N;K
060000;3;10;PSL;Czyżewska Krystyna Zdzisława;1524;1.10;2.74;N;K
060000;3;11;PSL;Pawlikowska Renata Maria;884;0.64;1.59;N;K
060000;3;12;PSL;Olesiejuk Adam;1354;0.98;2.43;N;M
060000;3;01;PiS;Szwaj Jerzy Ryszard;8754;6.34;22.41;T;M
060000;3;02;PiS;Głuchowski Krzysztof;9517;6.89;24.36;T;M
060000;3;03;PiS;Sudewicz Czesław;4636;3.36;11.87;N;M
060000;3;04;PiS;Cabaj Marcin;2089;1.51;5.35;N;M
060000;3;05;PiS;Grodecka Teresa Aniela;1741;1.26;4.46;N;K
060000;3;06;PiS;Jaszcz Grażyna Iwona;473;0.34;1.21;N;K
060000;3;07;PiS;Gołoś Hanna Maria;1826;1.32;4.67;N;K
060000;3;08;PiS;Kossowski Tadeusz Mirosław;727;0.53;1.86;N;M
060000;3;09;PiS;Goć-Karaś Irena Aleksandra;782;0.57;2.00;N;K
060000;3;10;PiS;Barszczewska Barbara Aldona;1612;1.17;4.13;N;K
060000;3;11;PiS;Soszka Anna;783;0.57;2.00;N;K
060000;3;12;PiS;Duszek Marcin Kamil;6121;4.43;15.67;N;M
060000;3;01;SLD;Haidar Riad;13133;9.51;75.03;T;M
060000;3;02;SLD;Świętochowski Władysław;1289;0.93;7.36;N;M
060000;3;03;SLD;Wolanin Jolanta Anna;431;0.31;2.46;N;K
060000;3;04;SLD;Rogala Sławomir;721;0.52;4.12;N;K
060000;3;05;SLD;Makosz Ariel;114;0.08;0.65;N;M
060000;3;06;SLD;Zarębska Wioleta;157;0.11;0.90;N;K
060000;3;07;SLD;Pieńko Teresa;207;0.15;1.18;N;M
060000;3;08;SLD;Kotiuk Ewa;265;0.19;1.51;N;M
060000;3;09;SLD;Woliński Krzysztof Zenon;321;0.23;1.83;N;M
060000;3;10;SLD;Łazuka Mirosław Benedykt;247;0.18;1.41;N;M
060000;3;11;SLD;Korniluk Beata;279;0.20;1.59;N;M
060000;3;12;SLD;Borysiuk Bolesław Borys;340;0.25;1.94;N;M
060000;4;01;PO;Grabczuk Krzysztof;23960;19.35;68.23;T;M
060000;4;02;PO;Bojarski Krzysztof;5584;4.51;15.90;T;M
060000;4;03;PO;Gigilewicz Małgorzata;510;0.41;1.45;N;M
060000;4;04;PO;Fyk Marta Ewa;826;0.67;2.35;N;K
060000;4;05;PO;Kowalewski Mariusz Stanisław;227;0.18;0.65;N;M
060000;4;06;PO;Lewandowska-Stopa Małgorzata;858;0.69;2.44;N;K
060000;4;07;PO;Wieczorek Marek Janusz;367;0.30;1.05;N;M
060000;4;08;PO;Zając Magdalena;1053;0.85;3.00;N;M
060000;4;09;PO;Chabros Izabella Anna;509;0.41;1.45;N;K
060000;4;10;PO;Kuć Mariola Grażyna;508;0.41;1.45;N;K
060000;4;11;PO;Komosa Albin Stanisław;83;0.07;0.24;N;M
060000;4;12;PO;Lachowski Krzysztof Jan;634;0.51;1.81;N;M
060000;4;01;PSL;Cholewa Michał Tomasz;9518;7.69;25.32;T;M
060000;4;02;PSL;Jaszczuk Ewa Małgorzata;4714;3.81;12.54;N;K
060000;4;03;PSL;Rychliczek Adam;5286;4.27;14.06;T;M
060000;4;04;PSL;Fidecka Edyta Barbara;2830;2.29;7.53;N;K
060000;4;05;PSL;Grzesiuk Adam Paweł;2524;2.04;6.71;N;M
060000;4;06;PSL;Panasiuk Beata Irena;3148;2.54;8.37;N;K
060000;4;07;PSL;Misterek Stanisław Tomasz;982;0.79;2.61;N;M
060000;4;08;PSL;Gołdyń-Rura Bożena Teresa;1090;0.88;2.90;N;K
060000;4;09;PSL;Wysocki Piotr;1408;1.14;3.75;N;M
060000;4;10;PSL;Pawluk Tadeusz Andrzej;1301;1.05;3.46;N;M
060000;4;11;PSL;Kasprzak Renata Jolanta;1225;0.99;3.26;N;K
060000;4;12;PSL;Jagiełło Jacek;3566;2.88;9.49;N;M
060000;4;01;PiS;Soboń Artur;12645;10.21;38.32;T;M
