okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec
31;20;PSL;Krzysztof GRALIKOWSKI;34;0.01;0.84;N;M
31;21;PSL;Bożena Anna GALAS;73;0.02;1.80;N;K
31;22;PSL;Dariusz Roman BOCHENEK;353;0.09;8.69;N;M
31;23;PSL;Aneta ŁAKOTA;103;0.03;2.53;N;K
31;24;PSL;Joanna Danuta MIKA-HADELKA;166;0.04;4.08;N;K
31;01;PiS;Grzegorz Józef TOBISZOWSKI;36422;8.86;26.91;T;M
31;02;PiS;Bożena Teresa BORYS-SZOPA;7912;1.92;5.84;T;K
31;03;PiS;Michał Marek WÓJCIK;7652;1.86;5.65;T;M
31;04;PiS;Jerzy Jan POLACZEK;18429;4.48;13.61;T;M
31;05;PiS;Maria Teresa NOWAK;6965;1.69;5.15;N;K
31;06;PiS;Wojciech Jerzy POCZACHOWSKI;775;0.19;0.57;N;M
31;07;PiS;Andrzej Stanisław SOŚNIERZ;23809;5.79;17.59;T;M
31;08;PiS;Andrzej Józef DROGOŃ;3945;0.96;2.91;N;M
31;09;PiS;Piotr Aleksander PIETRASZ;1707;0.42;1.26;N;M
31;10;PiS;Piotr Franciszek CZARNYNOGA;5688;1.38;4.20;N;M
31;11;PiS;Michał Janusz LUTY;1091;0.27;0.81;N;M
31;12;PiS;Marek Piotr PALKA;4065;0.99;3.00;N;M
31;13;PiS;Danuta Elżbieta SOBCZYK;3198;0.78;2.36;N;K
31;14;PiS;Grzegorz Tadeusz KOŁODZIEJCZYK;2522;0.61;1.86;N;M
31;15;PiS;Krystyna Zofia PANEK;1049;0.26;0.77;N;K
31;16;PiS;Wojciech Ryszard KOSIBA;390;0.09;0.29;N;M
31;17;PiS;Mariusz Piotr WIELKOPOLAN;2530;0.62;1.87;N;M
31;18;PiS;Janina Maria ZIĘBA;875;0.21;0.65;N;K
31;19;PiS;Agnieszka Grażyna SOREK;714;0.17;0.53;N;K
31;20;PiS;Marcin Tomasz PIEROŃCZYK;1153;0.28;0.85;N;M
31;21;PiS;Małgorzata Joanna BEKER;1839;0.45;1.36;N;K
31;22;PiS;Maria Stefania DURSKA;416;0.10;0.31;N;K
31;23;PiS;Katarzyna Monika RĘDZIO;456;0.11;0.34;N;K
31;24;PiS;Wojciech Tadeusz AHNERT;1765;0.43;1.30;N;M
31;01;SLD;Zbyszek ZABOROWSKI;13766;3.35;49.45;N;M
31;02;SLD;Monika Katarzyna MIKA;3919;0.95;14.08;N;K
31;03;SLD;Henryk Jan MOSKWA;920;0.22;3.30;N;M
31;04;SLD;Monika Maria PACA-BROS;607;0.15;2.18;N;K
31;05;SLD;Jerzy Zygmunt BOROWIEC;716;0.17;2.57;N;M
31;06;SLD;Katarzyna Urszula ZAPART;757;0.18;2.72;N;K
31;07;SLD;Krzysztof Marian BORSZCZ;255;0.06;0.92;N;M
31;08;SLD;Marianna Anna ZIĘBA;691;0.17;2.48;N;K
31;09;SLD;Włodzimierz Roman KWIATEK;350;0.09;1.26;N;M
31;10;SLD;Małgorzata Krystyna GRONIEWSKA;400;0.10;1.44;N;K
31;11;SLD;Łukasz Dominik RODZIM;158;0.04;0.57;N;M
31;12;SLD;Natalia Monika RYGOŁ-ŻUREK;249;0.06;0.89;N;K
31;13;SLD;Bogdan Ludwik SABLIK;422;0.10;1.52;N;M
31;14;SLD;Magdalena Małgorzata SZUMAŃSKA;355;0.09;1.28;N;K
31;15;SLD;Józef Tomasz OPOLKO;84;0.02;0.30;N;M
31;16;SLD;Ewa JELEŃ;458;0.11;1.65;N;K
31;17;SLD;Janusz Aleksander MIKITIN;216;0.05;0.78;N;M
31;18;SLD;Marta Agnieszka PIOTROWSKA;341;0.08;1.22;N;K
31;19;SLD;Jarosław Janusz STOPA;219;0.05;0.79;N;M
31;20;SLD;Monika Katarzyna BEREŚ;182;0.04;0.65;N;K
31;21;SLD;Tomasz Michał BOBROWSKI;389;0.09;1.40;N;M
31;22;SLD;Krystyna Anna SOKÓŁ;284;0.07;1.02;N;K
31;23;SLD;Mikołaj Stanisław CHRIST;190;0.05;0.68;N;M
31;24;SLD;Jolanta Maria KOPIEC;1909;0.46;6.86;N;K
32;01;PO;Beata Maria MAŁECKA-LIBERA;23429;8.23;32.20;T;K
32;02;PO;Anna Ewa NEMŚ;15875;5.58;21.82;T;K
32;03;PO;Jarosław PIĘTA;6347;2.23;8.72;N;M
32;04;PO;Paweł Jerzy BAŃKOWSKI;6707;2.36;9.22;T;M
32;05;PO;Michał Łukasz ZAJĄC;3354;1.18;4.61;N;M
32;06;PO;Robert Artur SZPINDA;2212;0.78;3.04;N;M
32;07;PO;Piotr Artur VAN DER COGHEN;5081;1.79;6.98;N;M
32;08;PO;Katarzyna KIDAWA-KAŁKA;2791;0.98;3.84;N;K
32;09;PO;Joanna Ewa PRUŚ;498;0.17;0.68;N;K
32;10;PO;Anna Agnieszka STOLARSKA;891;0.31;1.22;N;K
32;11;PO;Bartosz Artur BOROWICZ;684;0.24;0.94;N;M
32;12;PO;Wanda OLKO;832;0.29;1.14;N;K
32;13;PO;Ewelina Maria KONDAS;362;0.13;0.50;N;K
32;14;PO;Piotr Ireneusz PIECH;323;0.11;0.44;N;M
32;15;PO;Marcin Jan MAJEWSKI;517;0.18;0.71;N;M
32;16;PO;Zbigniew Tadeusz KOZIAK;390;0.14;0.54;N;M
32;17;PO;Marcin Bernard JANECZEK;291;0.10;0.40;N;M
32;18;PO;Michał Marek KAŹMIERCZAK;2171;0.76;2.98;N;M
32;01;PSL;Stanisław DĄBROWA;3287;1.15;49.16;N;M
32;02;PSL;Janusz Kazimierz CIOŁCZYK;741;0.26;11.08;N;M
32;03;PSL;Joanna Jadwiga ŚLUSARCZYK;420;0.15;6.28;N;K
32;04;PSL;Grzegorz Edward ZIMNIK;258;0.09;3.86;N;M
32;05;PSL;Ewa Anna IWON;223;0.08;3.33;N;K
32;06;PSL;Mariusz PAWELEC;218;0.08;3.26;N;M
32;07;PSL;Zbigniew Zenon BINKO;175;0.06;2.62;N;M
32;08;PSL;Bożena Janina WIECZOREK;141;0.05;2.11;N;K
32;09;PSL;Magdalena MASŁOWSKA;153;0.05;2.29;N;K
32;10;PSL;Maciej Daniel KUBICZEK;223;0.08;3.33;N;M
32;11;PSL;Dariusz Piotr JANECZEK;97;0.03;1.45;N;M
32;12;PSL;Ewa Barbara JANIK;123;0.04;1.84;N;K
32;13;PSL;Violetta Helena SOCHOLIK;33;0.01;0.49;N;K
32;14;PSL;Teresa Natalia MACH;68;0.02;1.02;N;K
32;15;PSL;Teresa Ewa ZIELIŃSKA;70;0.02;1.05;N;K
32;16;PSL;Kamil Mateusz MAŁOTA;63;0.02;0.94;N;M
32;17;PSL;Adam STACH;59;0.02;0.88;N;M
32;18;PSL;Marcin Mieczysław LATOS;335;0.12;5.01;N;M
32;01;PiS;Ewa Danuta MALIK;28909;10.16;34.25;T;K
32;02;PiS;Waldemar Franciszek ANDZEL;12021;4.22;14.24;T;M
32;03;PiS;Dariusz Karol STARZYCKI;9039;3.18;10.71;T;M
32;04;PiS;Robert Piotr WARWAS;11998;4.22;14.21;T;M
32;05;PiS;Danuta Czesława NOWICKA;4377;1.54;5.19;N;K
32;06;PiS;Małgorzata Wioletta ZARYCHTA-SURÓWKA;1090;0.38;1.29;N;K
32;07;PiS;Jan KUBIK;2202;0.77;2.61;N;M
32;08;PiS;Andrzej Marcin DUBIEL;3477;1.22;4.12;N;M
32;09;PiS;Teresa Ewa KOSMALA;1228;0.43;1.45;N;K
32;10;PiS;Joanna Maria SZCZEPAŃSKA;1679;0.59;1.99;N;K
32;11;PiS;Krzysztof Stanisław FURMAN;727;0.26;0.86;N;M
32;12;PiS;Andrzej Wiesław SROKA;571;0.20;0.68;N;M
32;13;PiS;Jerzy Paweł RESZKE;1031;0.36;1.22;N;M
32;14;PiS;Robert Julian WANIC;549;0.19;0.65;N;M
32;15;PiS;Renata Helena GACEK;763;0.27;0.90;N;K
32;16;PiS;Jadwiga BACZYŃSKA;1242;0.44;1.47;N;K
32;17;PiS;Paweł Ludwik SZOPA;880;0.31;1.04;N;M
32;18;PiS;Paweł Jan SOKÓŁ;2627;0.92;3.11;N;M
32;01;SLD;Jerzy BORKOWSKI;11089;3.90;27.88;N;M
32;02;SLD;Sebastian Adrian SZALENIEC;9233;3.24;23.21;N;M
32;03;SLD;Halina Bronisława SOBAŃSKA;4255;1.49;10.70;N;K
32;04;SLD;Andrzej Stanisław SZARAWARSKI;2844;1.00;7.15;N;M
32;05;SLD;Agnieszka Paulina BUCKA;1030;0.36;2.59;N;K
32;06;SLD;Aneta Justyna MASTALERZ;1435;0.50;3.61;N;K
32;07;SLD;Wacław Michał CHUDZIKIEWICZ;1035;0.36;2.60;N;M
32;08;SLD;Iwona Marta KIERNOŻYCKA;733;0.26;1.84;N;K
32;09;SLD;Karol KASZA;394;0.14;0.99;N;M
32;10;SLD;Martyna ADAMCZYK;591;0.21;1.49;N;K
32;11;SLD;Justyna Agnieszka CYRAN;285;0.10;0.72;N;K
32;12;SLD;Władysław Jan NOWAK;353;0.12;0.89;N;M
32;13;SLD;Wioleta Barbara BARGIEŁ-JAROS;367;0.13;0.92;N;K
32;14;SLD;Adam Zdzisław ŻUCHOWICZ;311;0.11;0.78;N;M
32;15;SLD;Tomasz Antoni OSUSZEK;374;0.13;0.94;N;M
32;16;SLD;Mariusz Jan SOWIŃSKI;264;0.09;0.66;N;M
32;17;SLD;Janina GIEREK;2644;0.93;6.65;N;K
32;18;SLD;Wojciech Marcin NITWINKO;2537;0.89;6.38;N;M
33;01;PO;Grzegorz Juliusz SCHETYNA;42376;9.04;52.40;T;M
33;02;PO;Marzena OKŁA-DREWNOWICZ;13019;2.78;16.10;T;K
33;03;PO;Artur Daniel GIERADA;5087;1.09;6.29;T;M
33;04;PO;Lucjan Marek PIETRZCZYK;3411;0.73;4.22;N;M
33;05;PO;Renata Urszula JANIK;3853;0.82;4.76;N;K
33;06;PO;Jerzy Stanisław BROŻYNA;1024;0.22;1.27;N;M
33;07;PO;Michał Ryszard CICHOCKI;1545;0.33;1.91;N;M
33;08;PO;Wojciech MICHALEWICZ;423;0.09;0.52;N;M
33;09;PO;Wojciech Mieczysław ZWIERZCHOWSKI;717;0.15;0.89;N;M
33;10;PO;Jadwiga Józefa IRLA;1088;0.23;1.35;N;K
33;11;PO;Maria MALEC;544;0.12;0.67;N;K
33;12;PO;Grażyna Ewa SZKLARSKA;302;0.06;0.37;N;K
33;13;PO;Karolina Dominika JAROSZ;622;0.13;0.77;N;K
33;14;PO;Andrzej Jan BYDŁOSZ;240;0.05;0.30;N;M
33;15;PO;Joanna Beata SUSKA;493;0.11;0.61;N;K
33;16;PO;Łukasz MADERAK;289;0.06;0.36;N;M
33;17;PO;Jadwiga KUCHINKA;223;0.05;0.28;N;K
33;18;PO;Agnieszka Katarzyna KUKIEŁKA-STASZEWSKA;149;0.03;0.18;N;K
33;19;PO;Jarosław Przemysław DZIEDZIŃSKI;421;0.09;0.52;N;M
33;20;PO;Krzysztof Antoni SZCZYPIÓR;101;0.02;0.12;N;M
33;21;PO;Jerzy Zdzisław SUCHAŃSKI;712;0.15;0.88;N;M
33;22;PO;Teodora JAGIEŁŁO;407;0.09;0.50;N;K
33;23;PO;Jacek Adam OLSZEWSKI;140;0.03;0.17;N;M
33;24;PO;Elżbieta Ewa TUNIA-NIEWCZAS;122;0.03;0.15;N;K
33;25;PO;Grigor SZAGINIAN;672;0.14;0.83;N;M
33;26;PO;Paweł Adam CELEBAŃSKI;908;0.19;1.12;N;M
33;27;PO;Dorota Barbara KRZAK;464;0.10;0.57;N;K
33;28;PO;Józef ADAMCZAK;253;0.05;0.31;N;M
33;29;PO;Witold WOŹNIAK;245;0.05;0.30;N;M
33;30;PO;Marek Janusz POPOWICZ;76;0.02;0.09;N;M
33;31;PO;Elżbieta Anna POPIEL;293;0.06;0.36;N;K
33;32;PO;Zdzisław Marek SZCZEKOTA;647;0.14;0.80;N;M
33;01;PSL;Kazimierz Jerzy KOTOWSKI;6851;1.46;15.37;T;M
33;02;PSL;Mirosław Antoni PAWLAK;3636;0.78;8.16;N;M
33;03;PSL;Marek GOS;4168;0.89;9.35;N;M
33;04;PSL;Beata OCZKOWICZ;1711;0.37;3.84;N;K
33;05;PSL;Piotr Bogusław ŻOŁĄDEK;2616;0.56;5.87;N;M
33;06;PSL;Małgorzata MUZOŁ;2083;0.44;4.67;N;K
33;07;PSL;Michał Tomasz SKOTNICKI;1775;0.38;3.98;N;M
33;08;PSL;Michał BUCKI;1703;0.36;3.82;N;M
33;09;PSL;Anna Zofia GOLIK;436;0.09;0.98;N;K
33;10;PSL;Dawid Zdzisław KĘDZIORA;726;0.15;1.63;N;M
33;11;PSL;Maria Janina ADAMCZYK;563;0.12;1.26;N;K
33;12;PSL;Jerzy Marian CHUDY;811;0.17;1.82;N;M
33;13;PSL;Dorota Małgorzata DUDA;934;0.20;2.10;N;K
33;14;PSL;Wojciech PŁUSA;460;0.10;1.03;N;M
33;15;PSL;Jolanta Dorota TYJAS;1384;0.30;3.10;N;K
33;16;PSL;Teresa Anna ŁUKASIK;310;0.07;0.70;N;K
33;17;PSL;Renata Jadwiga FOREMNIAK;177;0.04;0.40;N;K
33;18;PSL;Bożena Łucja WRONA;833;0.18;1.87;N;K
33;19;PSL;Stanisław Marek KRAK;951;0.20;2.13;N;M
33;20;PSL;Aleksandra Anna LANCKOROŃSKA;167;0.04;0.37;N;K
33;21;PSL;Andrzej SWAJDA;1622;0.35;3.64;N;M
33;22;PSL;Grzegorz LASAK;1085;0.23;2.43;N;M
33;23;PSL;Katarzyna Anna JANOWSKA-PYTEL;196;0.04;0.44;N;K
33;24;PSL;Jacek KOMINEK;1081;0.23;2.43;N;M
33;25;PSL;Stanisław Zdzisław LOLO;699;0.15;1.57;N;M
33;26;PSL;Stanisława Danuta BARAŃSKA;750;0.16;1.68;N;K
33;27;PSL;Andrzej Sebastian BRZEZIŃSKI;283;0.06;0.63;N;M
33;28;PSL;Beata Małgorzata DUDA;407;0.09;0.91;N;K
33;29;PSL;Kazimierz Tadeusz CYMERYS;588;0.13;1.32;N;M
33;30;PSL;Leopold Jan KWAPISZ;428;0.09;0.96;N;M
33;31;PSL;Piotr Tomasz PIEC;761;0.16;1.71;N;M
33;32;PSL;Krystian Stefan JARUBAS;4379;0.93;9.82;T;M
33;01;PiS;Anna Maria KRUPKA;27568;5.88;13.74;T;K
33;02;PiS;Krzysztof Bogdan LIPIEC;16450;3.51;8.20;T;M
33;03;PiS;Maria ZUBA;6940;1.48;3.46;T;K
33;04;PiS;Michał CIEŚLAK;6331;1.35;3.16;T;M
33;05;PiS;Marek KWITEK;5636;1.20;2.81;T;M
33;06;PiS;Andrzej Krzysztof BĘTKOWSKI;4500;0.96;2.24;N;M
33;07;PiS;Halina Bronisława OLENDZKA;2752;0.59;1.37;N;K
33;08;PiS;Rafał Miłosz NOWAK;3598;0.77;1.79;N;M
33;09;PiS;Marek STRZAŁA;3559;0.76;1.77;N;M
33;10;PiS;Bartłomiej DORYWALSKI;3804;0.81;1.90;N;M
33;11;PiS;Dominik TARCZYŃSKI;7475;1.59;3.73;T;M
33;12;PiS;Andrzej Michał KRYJ;4779;1.02;2.38;T;M
33;13;PiS;Bogdan Jan LATOSIŃSKI;5369;1.15;2.68;T;M
33;14;PiS;Paweł Adam FARYNA;4343;0.93;2.16;N;M
33;15;PiS;Piotr Grzegorz SŁOKA;4575;0.98;2.28;N;M
33;16;PiS;Zofia MAŁAS;1570;0.33;0.78;N;K
33;17;PiS;Tomasz Rafał STANIEK;4326;0.92;2.16;N;M
33;18;PiS;Zbigniew Adam KONIUSZ;3605;0.77;1.80;N;M
33;19;PiS;Janusz WĄTEK;659;0.14;0.33;N;M
33;20;PiS;Marianna Anna NOWORYCKA-GNIATKOWSKA;1385;0.30;0.69;N;K
33;21;PiS;Tomasz Stanisław ZBRÓG;3306;0.71;1.65;N;M
33;22;PiS;Paweł Zbigniew BARUCHA;701;0.15;0.35;N;M
33;23;PiS;Andrzej MICHALSKI;2085;0.44;1.04;N;M
33;24;PiS;Danuta LEŚNIEWICZ;1216;0.26;0.61;N;K
33;25;PiS;Krystyna IDZIK;973;0.21;0.48;N;K
33;26;PiS;Anna KOWALCZYK;1119;0.24;0.56;N;K
33;27;PiS;Małgorzata Danuta POPIEL;1495;0.32;0.75;N;K
33;28;PiS;Aldona Maria KORYCIŃSKA;293;0.06;0.15;N;K
33;29;PiS;Stanisława Marianna GAWLIK;584;0.12;0.29;N;K
33;30;PiS;Barbara Urszula CZERWIŃSKA;1407;0.30;0.70;N;K
33;31;PiS;Jakub OSAJDA;1011;0.22;0.50;N;M
33;32;PiS;Zbigniew Tadeusz ZIOBRO;67238;14.35;33.51;T;M
33;01;SLD;Andrzej Jan SZEJNA;14517;3.10;39.36;N;M
33;02;SLD;Jan CEDZYŃSKI;3092;0.66;8.38;N;M
33;03;SLD;Agnieszka Karolina STUPKIEWICZ-TUREK;861;0.18;2.33;N;K
33;04;SLD;Henryk Mieczysław MILCARZ;6454;1.38;17.50;N;M
33;05;SLD;Jerzy BOROWSKI;1461;0.31;3.96;N;M
33;06;SLD;Jan SZOSTAK;1915;0.41;5.19;N;M
33;07;SLD;Agnieszka Dorota SCHMEIDEL;783;0.17;2.12;N;K
33;08;SLD;Alicja OBARA;1070;0.23;2.90;N;K
33;09;SLD;Adrian Aleksander BIELUŃ;136;0.03;0.37;N;M
33;10;SLD;Marek Wojciech OLEJARSKI;691;0.15;1.87;N;M
33;11;SLD;Andrzej SKRĘTEK;399;0.09;1.08;N;M
33;12;SLD;Barbara DOMAGAŁA;670;0.14;1.82;N;K
33;13;SLD;Antoni Mieczysław LIBERA;110;0.02;0.30;N;M
33;14;SLD;Sebastian Mariusz MAZUR;322;0.07;0.87;N;M
33;15;SLD;Tadeusz Wiktor ŁĘCKI-ORŁOW;51;0.01;0.14;N;M
33;16;SLD;Tomasz Hubert KARBOWNICZEK;235;0.05;0.64;N;M
33;17;SLD;Piotr Jarosław URBAŃSKI;108;0.02;0.29;N;M
33;18;SLD;Grzegorz Mariusz GĄSKA;163;0.03;0.44;N;M
33;19;SLD;Renata BIEGAJ;246;0.05;0.67;N;K
33;20;SLD;Anna RADOSZ;707;0.15;1.92;N;K
33;21;SLD;Wiesława SABAT;277;0.06;0.75;N;K
33;22;SLD;Łukasz Maciej KOSMALA;196;0.04;0.53;N;M
33;23;SLD;Grażyna Teresa PŁOSZAJ-WOJCIECHOWSKA;95;0.02;0.26;N;K
33;24;SLD;Krystyna WALASEK;196;0.04;0.53;N;K
33;25;SLD;Joanna Sylwia SNOPEK;165;0.04;0.45;N;K
33;26;SLD;Sylwia Agnieszka MISZTAK;242;0.05;0.66;N;K
33;27;SLD;Wioleta BARAN;187;0.04;0.51;N;K
33;28;SLD;Aneta Elżbieta WIĘCEK;144;0.03;0.39;N;K
33;29;SLD;Kinga Beata BULSKA;178;0.04;0.48;N;K
33;30;SLD;Piotr Paweł GOLAŃSKI;184;0.04;0.50;N;M
33;31;SLD;Przemysław Marcin BADURAK;195;0.04;0.53;N;M
33;32;SLD;Małgorzata Diana MARENIN;830;0.18;2.25;N;K
34;01;PO;Jacek PROTAS;18099;9.03;29.99;T;M
34;02;PO;Elżbieta Kazimiera GELERT;13540;6.76;22.43;T;K
34;03;PO;Piotr CIEŚLIŃSKI;7774;3.88;12.88;T;M
34;04;PO;Miron SYCZ;6569;3.28;10.88;N;M
34;05;PO;Ewa Barbara DEMBEK;3242;1.62;5.37;N;K
34;06;PO;Michał MŁOTEK;1744;0.87;2.89;N;M
34;07;PO;Sławomir Jan WILLENBERG;1328;0.66;2.20;N;M
34;08;PO;Dorota SZCZUROWSKA;1689;0.84;2.80;N;K
34;09;PO;Urszula Joanna ZAKRZEWSKA;716;0.36;1.19;N;K
34;10;PO;Rafał MARSZELEWSKI;586;0.29;0.97;N;M
34;11;PO;Magdalena CZARNOCKA-KAPTUR;407;0.20;0.67;N;K
34;12;PO;Ryszard BOGUCKI;602;0.30;1.00;N;M
34;13;PO;Regina SZPINDLER;704;0.35;1.17;N;K
34;14;PO;Małgorzata Agnieszka ZAWODNIK;796;0.40;1.32;N;K
34;15;PO;Paweł Mateusz GIZA;313;0.16;0.52;N;M
34;16;PO;Paweł SZAKIEWICZ;2250;1.12;3.73;N;M
34;01;PSL;Piotr ŻUCHOWSKI;4478;2.23;33.39;N;M
34;02;PSL;Jolanta Elżbieta SZULC;1065;0.53;7.94;N;K
34;03;PSL;Marek ZAMOJCIN;806;0.40;6.01;N;M
34;04;PSL;Teresa NOWAKOWSKA;530;0.26;3.95;N;K
34;05;PSL;Małgorzata Krystyna KOZIOŁ;367;0.18;2.74;N;K
34;06;PSL;Wojciech ZABŁOCKI;535;0.27;3.99;N;M
34;07;PSL;Tomasz SIELICKI;862;0.43;6.43;N;M
34;08;PSL;Andrzej WICZKOWSKI;497;0.25;3.71;N;M
34;09;PSL;Zbigniew ZIEJEWSKI;1262;0.63;9.41;N;M
34;10;PSL;Elżbieta Aleksandra WOYCICKA;170;0.08;1.27;N;K
34;11;PSL;Iza STANKIEWICZ;144;0.07;1.07;N;K
34;12;PSL;Katarzyna GRANACKA;179;0.09;1.33;N;K
34;13;PSL;Marlena Beata PERZYŃSKA;187;0.09;1.39;N;K
34;14;PSL;Ewa Monika MARSZAŁ;136;0.07;1.01;N;K
34;15;PSL;Tomasz ŚWINIARSKI;235;0.12;1.75;N;M
34;16;PSL;Stanisław ŻELICHOWSKI;1958;0.98;14.60;N;M
34;01;PiS;Leonard Seweryn KRASULSKI;10194;5.09;16.12;T;M
34;02;PiS;Zbigniew BABALSKI;11695;5.84;18.49;T;M
34;03;PiS;Jerzy Zbigniew WILK;14904;7.44;23.57;T;M
34;04;PiS;Karolina MOTYKA-KOZIOŁ;3797;1.90;6.00;N;K
34;05;PiS;Jacek Roman PAWLIK;3013;1.50;4.76;N;M
34;06;PiS;Robert GONTARZ;2877;1.44;4.55;N;M
34;07;PiS;Renata Maria ROCHNOWSKA;2403;1.20;3.80;N;K
34;08;PiS;Adam OŁDAKOWSKI;4983;2.49;7.88;T;M
34;09;PiS;Elżbieta Marianna WĘGLEWSKA;1793;0.89;2.84;N;K
34;10;PiS;Anna Zofia ZIEMBLA;818;0.41;1.29;N;K
34;11;PiS;Marian LICZNERSKI;1720;0.86;2.72;N;M
34;12;PiS;Jerzy Zbigniew EWERTOWSKI;1192;0.59;1.89;N;M
34;13;PiS;Zbigniew BOĆKO;570;0.28;0.90;N;M
34;14;PiS;Czesława KOLASIŃSKA;464;0.23;0.73;N;K
34;15;PiS;Leon LIMANOWSKI;260;0.13;0.41;N;M
34;16;PiS;Joanna KULCZYK;2553;1.27;4.04;N;K
34;01;SLD;Małgorzata Barbara PROKOP-PACZKOWSKA;4210;2.10;27.33;N;K
34;02;SLD;Władysław MAŃKUT;3488;1.74;22.64;N;M
34;03;SLD;Bronisław MAZURKIEWICZ;1877;0.94;12.18;N;M
34;04;SLD;Leszek Marian KLONOWSKI;1014;0.51;6.58;N;M
34;05;SLD;Grażyna KŁODNICKA;634;0.32;4.12;N;K
34;06;SLD;Grzegorz ZAWADZKI;474;0.24;3.08;N;M
34;07;SLD;Magdalena TUŃSKA;611;0.30;3.97;N;K
34;08;SLD;Gabriela Walentyna NOWAK;387;0.19;2.51;N;K
34;09;SLD;Michał KAMIŃSKI;509;0.25;3.30;N;M
34;10;SLD;Artur Józef PODDUBIUK;375;0.19;2.43;N;M
34;11;SLD;Artur Hubert KWAŚNIEWSKI;277;0.14;1.80;N;M
34;12;SLD;Joanna Elżbieta JASZCZYK;198;0.10;1.29;N;K
34;13;SLD;Grażyna JÓŹWIAK;306;0.15;1.99;N;K
34;14;SLD;Grzegorz Adam KASTRAU;499;0.25;3.24;N;M
34;15;SLD;Wincenty Marian PRZYBOROWSKI;548;0.27;3.56;N;M
35;01;PO;Janusz Władysław CICHOŃ;17864;6.71;24.79;T;M
35;02;PO;Anna WASILEWSKA;7660;2.88;10.63;T;K
35;03;PO;Paweł PAPKE;17376;6.53;24.11;T;M
35;04;PO;Beata Maria BUBLEWICZ;7351;2.76;10.20;N;K
35;05;PO;Andrzej ORZECHOWSKI;5455;2.05;7.57;N;M
35;06;PO;Eugeniusz Kazimierz KOCH;1734;0.65;2.41;N;M
35;07;PO;Igor CHMIELIŃSKI;890;0.33;1.24;N;M
35;08;PO;Joanna Klaudia MICHALSKA;824;0.31;1.14;N;K
35;09;PO;Wojciech ZIELIŃSKI;666;0.25;0.92;N;M
35;10;PO;Jarosław Marek SŁOMA;2463;0.93;3.42;N;M
35;11;PO;Iwona Maria KRÓLIK;479;0.18;0.66;N;K
35;12;PO;Aneta NAPIÓRKOWSKA;665;0.25;0.92;N;K
35;13;PO;Tadeusz CIBORSKI;1063;0.40;1.48;N;M
35;14;PO;Izabella Maria BORKOWSKA;577;0.22;0.80;N;K
35;15;PO;Julian OSIECKI;1738;0.65;2.41;N;M
35;16;PO;Ludwika KROPIEWNICKA;248;0.09;0.34;N;K
35;17;PO;Przemysław Artur BURDYŃSKI;196;0.07;0.27;N;M
35;18;PO;Katarzyna SOBIECH;411;0.15;0.57;N;K
35;19;PO;Robert WARAKSA;880;0.33;1.22;N;M
35;20;PO;Jolanta PIOTROWSKA;3515;1.32;4.88;N;K
35;01;PSL;Urszula Stefania PASŁAWSKA;6354;2.39;28.29;T;K
35;02;PSL;Marian Tadeusz PODZIEWSKI;3020;1.13;13.45;N;M
35;03;PSL;Tomasz MAKOWSKI;518;0.19;2.31;N;M
35;04;PSL;Wioletta ŚLĄSKA-ZYŚK;2629;0.99;11.71;N;K
35;05;PSL;Sylwia Monika JASKULSKA;1551;0.58;6.91;N;K
35;06;PSL;Radosław KRÓL;1168;0.44;5.20;N;M
35;07;PSL;Marcin Marian PIWOWARCZYK;988;0.37;4.40;N;M
35;08;PSL;Elżbieta ŁOBODZIŃSKA-MŁYNARCZYK;132;0.05;0.59;N;K
35;09;PSL;Ryszard Marek KAWCZYŃSKI;704;0.26;3.13;N;M
35;10;PSL;Stanisław BUŁAJEWSKI;1051;0.39;4.68;N;M
35;11;PSL;Aneta Jolanta STANKIEWICZ;233;0.09;1.04;N;K
35;12;PSL;Dariusz CHARUBIN;348;0.13;1.55;N;M
35;13;PSL;Teresa KOCBACH;153;0.06;0.68;N;K
35;14;PSL;Ewa OSTROWSKA;516;0.19;2.30;N;K
35;15;PSL;Wojciech RUCIŃSKI;414;0.16;1.84;N;M
35;16;PSL;Jarosław FRANCZUK;361;0.14;1.61;N;M
35;17;PSL;Zygmunt RZĄP;568;0.21;2.53;N;M
35;18;PSL;Zbigniew SUŁEK;217;0.08;0.97;N;M
35;19;PSL;Robert KARWOWSKI;173;0.07;0.77;N;M
35;20;PSL;Leszek Adam ŚPIEWAK;1360;0.51;6.06;N;M
35;01;PiS;Iwona Ewa ARENT;26377;9.91;32.58;T;K
35;02;PiS;Selim CHAZBIJEWICZ;3726;1.40;4.60;N;M
35;03;PiS;Wojciech KOSSAKOWSKI;8183;3.08;10.11;T;M
35;04;PiS;Jerzy Wojciech MAŁECKI;5513;2.07;6.81;T;M
35;05;PiS;Szczepan Tadeusz OLBRYŚ;3635;1.37;4.49;N;M
35;06;PiS;Małgorzata SUŚWIŁŁO;1468;0.55;1.81;N;K
35;07;PiS;Patryk KOZŁOWSKI;3240;1.22;4.00;N;M
35;08;PiS;Tadeusz PLAWGO;1448;0.54;1.79;N;M
35;09;PiS;Karol Robert MARCHEL;4653;1.75;5.75;N;M
35;10;PiS;Jerzy Antoni GOSIEWSKI;5092;1.91;6.29;T;M
